Land-use ID
100  100 !nx, ny
   77     41      2
   77     42      2
   77     43      2
   77     44      2
   77     45      2
   77     46      2
   77     47      2
   77     48      2
   77     49      2
   77     50      2
   77     51      2
   77     52      2
   77     53      2
   77     54      2
   77     55      2
   77     56      2
   77     57      2
   77     58      2
   77     59      2
   77     60      2
   77     61      2
   77     62      2
   77     63      2
   77     64      2
   77     65      2
   77     66      2
   77     67      2
   77     68      2
   77     69      2
   77     70      2
   77     71      2
   77     72      2
   77     73      2
   77     74      2
   77     75      2
   77     76      2
   77     77      2
   77     78      2
   77     79      2
   77     80      2
   77     81      2
   77     82      2
   77     83      2
   77     84      2
   77     85      2
   77     86      2
   77     87      2
   77     88      2
   77     89      2
   77     90      2
   77     91      2
   77     92      2
   77     93      2
   77     94      2
   77     95      2
   77     96      2
   77     97      3
   77     98      3
   77     99      3
   77    100      3
   78      1      1
   78      2      1
   78      3      1
   78      4      1
   78      5      1
   78      6      1
   78      7      1
   78      8      1
   78      9      1
   78     10      1
   78     11      1
   78     12      1
   78     13      1
   78     14      1
   78     15      1
   78     16      1
   78     17      1
   78     18      1
   78     19      1
   78     20      1
   78     21      1
   78     22      1
   78     23      1
   78     24      1
   78     25      1
   78     26      1
   78     27      1
   78     28      1
   78     29      1
   78     30      1
   78     31      1
   78     32      1
   78     33      1
   78     34      1
   78     35      1
   78     36      1
   78     37      1
   78     38      1
   78     39      1
   78     40      1
   78     41      2
   78     42      2
   78     43      2
   78     44      2
   78     45      1
   78     46      1
   78     47      1
   78     48      1
   78     49      1
   78     50      1
   78     51      1
   78     52      2
   78     53      2
   78     54      2
   78     55      2
   78     56      2
   78     57      2
   78     58      2
   78     59      2
   78     60      2
   78     61      2
   78     62      2
   78     63      2
   78     64      2
   78     65      2
   78     66      2
   78     67      2
   78     68      2
   78     69      2
   78     70      2
   78     71      2
   78     72      2
   78     73      2
   78     74      2
   78     75      2
   78     76      2
   78     77      2
   78     78      2
   78     79      2
   78     80      2
   78     81      2
   78     82      2
   78     83      2
   78     84      2
   78     85      2
   78     86      2
   78     87      2
   78     88      2
   78     89      2
   78     90      2
   78     91      2
   78     92      2
   78     93      2
   78     94      2
   78     95      2
   78     96      2
   78     97      2
   78     98      3
   78     99      3
   78    100      3
   79      1      1
   79      2      1
   79      3      1
   79      4      1
   79      5      1
   79      6      1
   79      7      1
   79      8      1
   79      9      1
   79     10      1
   79     11      1
   79     12      1
   79     13      1
   79     14      1
   79     15      1
   79     16      1
   79     17      1
   79     18      1
   79     19      1
   79     20      1
   79     21      1
   79     22      1
   79     23      1
   79     24      1
   79     25      1
   79     26      1
   79     27      1
   79     28      1
   79     29      1
   79     30      1
   79     31      1
   79     32      1
   79     33      1
   79     34      1
   79     35      1
   79     36      1
   79     37      1
   79     38      1
   79     39      1
   79     40      1
   79     41      1
   79     42      1
   79     43      2
   79     44      2
   79     45      1
   79     46      1
   79     47      1
   79     48      1
   79     49      1
   79     50      1
   79     51      1
   79     52      1
   79     53      2
   79     54      2
   79     55      2
   79     56      2
   79     57      2
   79     58      2
   79     59      2
   79     60      2
   79     61      2
   79     62      2
   79     63      2
   79     64      2
   79     65      2
   79     66      2
   79     67      2
   79     68      2
   79     69      2
   79     70      2
   79     71      2
   79     72      2
   79     73      2
   79     74      2
   79     75      2
   79     76      2
   79     77      2
   79     78      2
   79     79      2
   79     80      2
   79     81      2
   79     82      2
   79     83      2
   79     84      2
   79     85      2
   79     86      2
   79     87      2
   79     88      2
   79     89      2
   79     90      2
   79     91      2
   79     92      2
   79     93      2
   79     94      2
   79     95      2
   79     96      2
   79     97      2
   79     98      3
   79     99      3
   79    100      3
   80      1      1
   80      2      1
   80      3      1
   80      4      1
   80      5      1
   80      6      1
   80      7      1
   80      8      1
   80      9      1
   80     10      1
   80     11      1
   80     12      1
   80     13      1
   80     14      1
   80     15      1
   80     16      1
   80     17      1
   80     18      1
   80     19      1
   80     20      1
   80     21      1
   80     22      1
   80     23      1
   80     24      1
   80     25      1
   80     26      1
   80     27      1
   80     28      1
   80     29      1
   80     30      1
   80     31      1
   80     32      1
   80     33      1
   80     34      1
   80     35      1
   80     36      1
   80     37      1
   80     38      1
   80     39      1
   80     40      1
   80     41      1
   80     42      1
   80     43      1
   80     44      2
   80     45      1
   80     46      1
   80     47      1
   80     48      1
   80     49      1
   80     50      1
   80     51      1
   80     52      1
   80     53      2
   80     54      2
   80     55      2
   80     56      2
   80     57      2
   80     58      2
   80     59      2
   80     60      2
   80     61      2
   80     62      2
   80     63      2
   80     64      2
   80     65      2
   80     66      2
   80     67      2
   80     68      2
   80     69      2
   80     70      2
   80     71      2
   80     72      2
   80     73      2
   80     74      2
   80     75      2
   80     76      2
   80     77      2
   80     78      2
   80     79      2
   80     80      2
   80     81      2
   80     82      2
   80     83      2
   80     84      2
   80     85      2
   80     86      2
   80     87      2
   80     88      2
   80     89      2
   80     90      2
   80     91      2
   80     92      2
   80     93      2
   80     94      2
   80     95      2
   80     96      2
   80     97      2
   80     98      2
   80     99      2
   80    100      3
   81      1      1
   81      2      1
   81      3      1
   81      4      1
   81      5      1
   81      6      1
   81      7      1
   81      8      1
   81      9      1
   81     10      1
   81     11      1
   81     12      1
   81     13      1
   81     14      1
   81     15      1
   81     16      1
   81     17      1
   81     18      1
   81     19      1
   81     20      1
   81     21      1
   81     22      1
   81     23      1
   81     24      1
   81     25      1
   81     26      1
   81     27      1
   81     28      1
   81     29      1
   81     30      1
   81     31      1
   81     32      1
   81     33      1
   81     34      1
   81     35      1
   81     36      1
   81     37      1
   81     38      1
   81     39      1
   81     40      1
   81     41      1
   81     42      1
   81     43      1
   81     44      1
   81     45      1
   81     46      1
   81     47      1
   81     48      1
   81     49      1
   81     50      1
   81     51      1
   81     52      1
   81     53      2
   81     54      2
   81     55      2
   81     56      2
   81     57      2
   81     58      2
   81     59      2
   81     60      2
   81     61      2
   81     62      2
   81     63      2
   81     64      2
   81     65      2
   81     66      2
   81     67      2
   81     68      2
   81     69      2
   81     70      2
   81     71      2
   81     72      2
   81     73      2
   81     74      2
   81     75      2
   81     76      2
   81     77      2
   81     78      2
   81     79      2
   81     80      2
   81     81      2
   81     82      2
   81     83      2
   81     84      2
   81     85      2
   81     86      2
   81     87      2
   81     88      2
   81     89      2
   81     90      2
   81     91      2
   81     92      2
   81     93      2
   81     94      2
   81     95      2
   81     96      2
   81     97      2
   81     98      2
   81     99      2
   81    100      2
   82      1      1
   82      2      1
   82      3      1
   82      4      1
   82      5      1
   82      6      1
   82      7      1
   82      8      1
   82      9      1
   82     10      1
   82     11      1
   82     12      1
   82     13      1
   82     14      1
   82     15      1
   82     16      1
   82     17      1
   82     18      1
   82     19      1
   82     20      1
   82     21      1
   82     22      1
   82     23      1
   82     24      1
   82     25      1
   82     26      1
   82     27      1
   82     28      1
   82     29      1
   82     30      1
   82     31      1
   82     32      1
   82     33      1
   82     34      1
   82     35      1
   82     36      1
   82     37      1
   82     38      1
   82     39      1
   82     40      1
   82     41      1
   82     42      1
   82     43      1
   82     44      1
   82     45      2
   82     46      2
   82     47      1
   82     48      1
   82     49      1
   82     50      1
   82     51      1
   82     52      2
   82     53      2
   82     54      2
   82     55      2
   82     56      2
   82     57      2
   82     58      2
   82     59      2
   82     60      2
   82     61      2
   82     62      2
   82     63      2
   82     64      2
   82     65      2
   82     66      2
   82     67      2
   82     68      2
   82     69      2
   82     70      2
   82     71      2
   82     72      2
   82     73      2
   82     74      2
   82     75      2
   82     76      2
   82     77      2
   82     78      2
   82     79      2
   82     80      2
   82     81      2
   82     82      2
   82     83      2
   82     84      2
   82     85      2
   82     86      2
   82     87      2
   82     88      2
   82     89      2
   82     90      2
   82     91      2
   82     92      2
   82     93      2
   82     94      2
   82     95      2
   82     96      2
   82     97      2
   82     98      2
   82     99      2
   82    100      2
   83      1      1
   83      2      1
   83      3      1
   83      4      1
   83      5      1
   83      6      1
   83      7      1
   83      8      1
   83      9      1
   83     10      1
   83     11      1
   83     12      1
   83     13      1
   83     14      1
   83     15      1
   83     16      1
   83     17      1
   83     18      1
   83     19      1
   83     20      1
   83     21      1
   83     22      1
   83     23      1
   83     24      1
   83     25      1
   83     26      1
   83     27      1
   83     28      1
   83     29      1
   83     30      1
   83     31      1
   83     32      1
   83     33      1
   83     34      1
   83     35      1
   83     36      1
   83     37      1
   83     38      1
   83     39      1
   83     40      1
   83     41      1
   83     42      1
   83     43      1
   83     44      1
   83     45      2
   83     46      2
   83     47      2
   83     48      1
   83     49      1
   83     50      1
   83     51      1
   83     52      2
   83     53      2
   83     54      2
   83     55      2
   83     56      2
   83     57      2
   83     58      2
   83     59      2
   83     60      2
   83     61      2
   83     62      2
   83     63      2
   83     64      2
   83     65      2
   83     66      2
   83     67      2
   83     68      2
   83     69      2
   83     70      2
   83     71      2
   83     72      2
   83     73      2
   83     74      2
   83     75      2
   83     76      2
   83     77      2
   83     78      2
   83     79      2
   83     80      2
   83     81      2
   83     82      2
   83     83      2
   83     84      2
   83     85      2
   83     86      2
   83     87      2
   83     88      2
   83     89      2
   83     90      2
   83     91      2
   83     92      2
   83     93      2
   83     94      2
   83     95      2
   83     96      2
   83     97      2
   83     98      2
   83     99      2
   83    100      2
   84      1      1
   84      2      1
   84      3      1
   84      4      1
   84      5      1
   84      6      1
   84      7      1
   84      8      1
   84      9      1
   84     10      1
   84     11      1
   84     12      1
   84     13      1
   84     14      1
   84     15      1
   84     16      1
   84     17      1
   84     18      1
   84     19      1
   84     20      1
   84     21      1
   84     22      1
   84     23      1
   84     24      1
   84     25      1
   84     26      1
   84     27      1
   84     28      1
   84     29      1
   84     30      1
   84     31      1
   84     32      1
   84     33      1
   84     34      1
   84     35      1
   84     36      1
   84     37      1
   84     38      1
   84     39      1
   84     40      1
   84     41      1
   84     42      1
   84     43      1
   84     44      1
   84     45      1
   84     46      2
   84     47      2
   84     48      1
   84     49      2
   84     50      2
   84     51      2
   84     52      2
   84     53      2
   84     54      2
   84     55      2
   84     56      2
   84     57      2
   84     58      2
   84     59      2
   84     60      2
   84     61      2
   84     62      2
   84     63      2
   84     64      2
   84     65      2
   84     66      2
   84     67      2
   84     68      2
   84     69      2
   84     70      2
   84     71      2
   84     72      2
   84     73      2
   84     74      2
   84     75      2
   84     76      2
   84     77      2
   84     78      2
   84     79      2
   84     80      2
   84     81      2
   84     82      2
   84     83      2
   84     84      2
   84     85      2
   84     86      2
   84     87      2
   84     88      2
   84     89      2
   84     90      2
   84     91      2
   84     92      2
   84     93      2
   84     94      2
   84     95      2
   84     96      2
   84     97      2
   84     98      2
   84     99      2
   84    100      2
   85      1      1
   85      2      1
   85      3      1
   85      4      1
   85      5      1
   85      6      1
   85      7      1
   85      8      1
   85      9      1
   85     10      1
   85     11      1
   85     12      1
   85     13      1
   85     14      1
   85     15      1
   85     16      1
   85     17      1
   85     18      1
   85     19      1
   85     20      1
   85     21      1
   85     22      1
   85     23      1
   85     24      1
   85     25      1
   85     26      1
   85     27      1
   85     28      1
   85     29      1
   85     30      1
   85     31      1
   85     32      1
   85     33      1
   85     34      1
   85     35      1
   85     36      1
   85     37      1
   85     38      1
   85     39      1
   85     40      1
   85     41      1
   85     42      1
   85     43      1
   85     44      1
   85     45      2
   85     46      2
   85     47      2
   85     48      1
   85     49      1
   85     50      2
   85     51      2
   85     52      2
   85     53      2
   85     54      2
   85     55      2
   85     56      2
   85     57      2
   85     58      2
   85     59      2
   85     60      2
   85     61      2
   85     62      2
   85     63      2
   85     64      2
   85     65      2
   85     66      2
   85     67      2
   85     68      2
   85     69      2
   85     70      2
   85     71      2
   85     72      2
   85     73      2
   85     74      2
   85     75      2
   85     76      2
   85     77      2
   85     78      2
   85     79      2
   85     80      2
   85     81      2
   85     82      2
   85     83      2
   85     84      2
   85     85      2
   85     86      2
   85     87      2
   85     88      2
   85     89      2
   85     90      2
   85     91      2
   85     92      2
   85     93      2
   85     94      2
   85     95      2
   85     96      2
   85     97      2
   85     98      2
   85     99      2
   85    100      2
   86      1      1
   86      2      1
   86      3      1
   86      4      1
   86      5      1
   86      6      1
   86      7      1
   86      8      1
   86      9      1
   86     10      1
   86     11      1
   86     12      1
   86     13      1
   86     14      1
   86     15      1
   86     16      1
   86     17      1
   86     18      1
   86     19      1
   86     20      1
   86     21      1
   86     22      1
   86     23      1
   86     24      1
   86     25      1
   86     26      1
   86     27      1
   86     28      1
   86     29      1
   86     30      1
   86     31      1
   86     32      1
   86     33      1
   86     34      1
   86     35      1
   86     36      1
   86     37      1
   86     38      1
   86     39      1
   86     40      1
   86     41      1
   86     42      1
   86     43      1
   86     44      1
   86     45      1
   86     46      2
   86     47      2
   86     48      1
   86     49      1
   86     50      2
   86     51      2
   86     52      2
   86     53      2
   86     54      2
   86     55      2
   86     56      2
   86     57      2
   86     58      2
   86     59      2
   86     60      2
   86     61      2
   86     62      2
   86     63      2
   86     64      2
   86     65      2
   86     66      2
   86     67      2
   86     68      2
   86     69      2
   86     70      2
   86     71      2
   86     72      2
   86     73      2
   86     74      2
   86     75      2
   86     76      2
   86     77      2
   86     78      2
   86     79      2
   86     80      2
   86     81      2
   86     82      2
   86     83      2
   86     84      2
   86     85      2
   86     86      2
   86     87      2
   86     88      2
   86     89      2
   86     90      2
   86     91      2
   86     92      2
   86     93      2
   86     94      2
   86     95      2
   86     96      2
   86     97      2
   86     98      2
   86     99      2
   86    100      2
   87      1      1
   87      2      1
   87      3      1
   87      4      1
   87      5      1
   87      6      1
   87      7      1
   87      8      1
   87      9      1
   87     10      1
   87     11      1
   87     12      1
   87     13      1
   87     14      1
   87     15      1
   87     16      1
   87     17      1
   87     18      1
   87     19      1
   87     20      1
   87     21      1
   87     22      1
   87     23      1
   87     24      1
   87     25      1
   87     26      1
   87     27      1
   87     28      1
   87     29      1
   87     30      1
   87     31      1
   87     32      1
   87     33      1
   87     34      1
   87     35      1
   87     36      1
   87     37      1
   87     38      1
   87     39      1
   87     40      1
   87     41      1
   87     42      1
   87     43      1
   87     44      1
   87     45      1
   87     46      1
   87     47      1
   87     48      1
   87     49      1
   87     50      2
   87     51      2
   87     52      2
   87     53      2
   87     54      2
   87     55      2
   87     56      2
   87     57      2
   87     58      2
   87     59      2
   87     60      2
   87     61      2
   87     62      2
   87     63      2
   87     64      2
   87     65      2
   87     66      2
   87     67      2
   87     68      2
   87     69      2
   87     70      2
   87     71      2
   87     72      2
   87     73      2
   87     74      2
   87     75      2
   87     76      2
   87     77      2
   87     78      2
   87     79      2
   87     80      2
   87     81      2
   87     82      2
   87     83      2
   87     84      2
   87     85      2
   87     86      2
   87     87      2
   87     88      2
   87     89      2
   87     90      2
   87     91      2
   87     92      2
   87     93      2
   87     94      2
   87     95      2
   87     96      2
   87     97      2
   87     98      2
   87     99      2
   87    100      2
   88      1      1
   88      2      1
   88      3      1
   88      4      1
   88      5      1
   88      6      1
   88      7      1
   88      8      1
   88      9      1
   88     10      1
   88     11      1
   88     12      1
   88     13      1
   88     14      1
   88     15      1
   88     16      1
   88     17      1
   88     18      1
   88     19      1
   88     20      1
   88     21      1
   88     22      1
   88     23      1
   88     24      1
   88     25      1
   88     26      1
   88     27      1
   88     28      1
   88     29      1
   88     30      1
   88     31      1
   88     32      1
   88     33      1
   88     34      1
   88     35      1
   88     36      1
   88     37      1
   88     38      1
   88     39      1
   88     40      1
   88     41      1
   88     42      1
   88     43      1
   88     44      1
   88     45      1
   88     46      1
   88     47      1
   88     48      1
   88     49      1
   88     50      2
   88     51      2
   88     52      2
   88     53      2
   88     54      2
   88     55      2
   88     56      2
   88     57      2
   88     58      2
   88     59      2
   88     60      2
   88     61      2
   88     62      2
   88     63      2
   88     64      2
   88     65      2
   88     66      2
   88     67      2
   88     68      2
   88     69      2
   88     70      2
   88     71      2
   88     72      2
   88     73      2
   88     74      2
   88     75      2
   88     76      2
   88     77      2
   88     78      2
   88     79      2
   88     80      2
   88     81      2
   88     82      2
   88     83      2
   88     84      2
   88     85      2
   88     86      2
   88     87      2
   88     88      2
   88     89      2
   88     90      2
   88     91      2
   88     92      2
   88     93      2
   88     94      2
   88     95      2
   88     96      2
   88     97      2
   88     98      2
   88     99      2
   88    100      2
   89      1      1
   89      2      1
   89      3      1
   89      4      1
   89      5      1
   89      6      1
   89      7      1
   89      8      1
   89      9      1
   89     10      1
   89     11      1
   89     12      1
   89     13      1
   89     14      1
   89     15      1
   89     16      1
   89     17      1
   89     18      1
   89     19      1
   89     20      1
   89     21      1
   89     22      1
   89     23      1
   89     24      1
   89     25      1
   89     26      1
   89     27      1
   89     28      1
   89     29      1
   89     30      1
   89     31      1
   89     32      1
   89     33      1
   89     34      1
   89     35      1
   89     36      1
   89     37      1
   89     38      1
   89     39      1
   89     40      1
   89     41      1
   89     42      1
   89     43      1
   89     44      1
   89     45      1
   89     46      1
   89     47      1
   89     48      1
   89     49      1
   89     50      1
   89     51      2
   89     52      2
   89     53      2
   89     54      2
   89     55      2
   89     56      2
   89     57      2
   89     58      2
   89     59      2
   89     60      2
   89     61      2
   89     62      2
   89     63      2
   89     64      2
   89     65      2
   89     66      2
   89     67      2
   89     68      2
   89     69      2
   89     70      2
   89     71      2
   89     72      2
   89     73      2
   89     74      2
   89     75      2
   89     76      2
   89     77      2
   89     78      2
   89     79      2
   89     80      2
   89     81      2
   89     82      2
   89     83      2
   89     84      2
   89     85      2
   89     86      2
   89     87      2
   89     88      2
   89     89      2
   89     90      2
   89     91      2
   89     92      2
   89     93      2
   89     94      2
   89     95      2
   89     96      2
   89     97      2
   89     98      2
   89     99      2
   89    100      2
   90      1      1
   90      2      1
   90      3      1
   90      4      1
   90      5      1
   90      6      1
   90      7      1
   90      8      1
   90      9      1
   90     10      1
   90     11      1
   90     12      1
   90     13      1
   90     14      1
   90     15      1
   90     16      1
   90     17      1
   90     18      1
   90     19      1
   90     20      1
   90     21      1
   90     22      1
   90     23      1
   90     24      1
   90     25      1
   90     26      1
   90     27      1
   90     28      1
   90     29      1
   90     30      1
   90     31      1
   90     32      1
   90     33      1
   90     34      1
   90     35      1
   90     36      1
   90     37      1
   90     38      1
   90     39      1
   90     40      1
   90     41      1
   90     42      1
   90     43      1
   90     44      1
   90     45      1
   90     46      1
   90     47      1
   90     48      1
   90     49      1
   90     50      1
   90     51      2
   90     52      2
   90     53      2
   90     54      2
   90     55      2
   90     56      2
   90     57      2
   90     58      2
   90     59      2
   90     60      2
   90     61      2
   90     62      2
   90     63      2
   90     64      2
   90     65      2
   90     66      2
   90     67      2
   90     68      2
   90     69      2
   90     70      2
   90     71      2
   90     72      2
   90     73      2
   90     74      2
   90     75      2
   90     76      2
   90     77      2
   90     78      2
   90     79      2
   90     80      2
   90     81      2
   90     82      2
   90     83      2
   90     84      2
   90     85      2
   90     86      2
   90     87      2
   90     88      2
   90     89      2
   90     90      2
   90     91      2
   90     92      2
   90     93      2
   90     94      2
   90     95      2
   90     96      2
   90     97      2
   90     98      2
   90     99      2
   90    100      2
   91      1      1
   91      2      1
   91      3      1
   91      4      1
   91      5      1
   91      6      1
   91      7      1
   91      8      1
   91      9      1
   91     10      1
   91     11      1
   91     12      1
   91     13      1
   91     14      1
   91     15      1
   91     16      1
   91     17      1
   91     18      1
   91     19      1
   91     20      1
   91     21      1
   91     22      1
   91     23      1
   91     24      1
   91     25      1
   91     26      1
   91     27      1
   91     28      1
   91     29      1
   91     30      1
   91     31      1
   91     32      1
   91     33      1
   91     34      1
   91     35      1
   91     36      1
   91     37      1
   91     38      1
   91     39      1
   91     40      1
   91     41      1
   91     42      1
   91     43      1
   91     44      1
   91     45      1
   91     46      1
   91     47      1
   91     48      1
   91     49      1
   91     50      1
   91     51      2
   91     52      2
   91     53      2
   91     54      2
   91     55      2
   91     56      2
   91     57      2
   91     58      2
   91     59      2
   91     60      2
   91     61      2
   91     62      2
   91     63      2
   91     64      2
   91     65      2
   91     66      2
   91     67      2
   91     68      2
   91     69      2
   91     70      2
   91     71      2
   91     72      2
   91     73      2
   91     74      2
   91     75      2
   91     76      2
   91     77      2
   91     78      2
   91     79      2
   91     80      2
   91     81      2
   91     82      2
   91     83      2
   91     84      2
   91     85      2
   91     86      2
   91     87      2
   91     88      2
   91     89      2
   91     90      2
   91     91      2
   91     92      2
   91     93      2
   91     94      2
   91     95      2
   91     96      2
   91     97      2
   91     98      2
   91     99      2
   91    100      2
   92      1      1
   92      2      1
   92      3      1
   92      4      1
   92      5      1
   92      6      1
   92      7      1
   92      8      1
   92      9      1
   92     10      1
   92     11      1
   92     12      1
   92     13      1
   92     14      1
   92     15      1
   92     16      1
   92     17      1
   92     18      1
   92     19      1
   92     20      1
   92     21      1
   92     22      1
   92     23      1
   92     24      1
   92     25      1
   92     26      1
   92     27      1
   92     28      1
   92     29      1
   92     30      1
   92     31      1
   92     32      1
   92     33      1
   92     34      1
   92     35      1
   92     36      1
   92     37      1
   92     38      1
   92     39      1
   92     40      1
   92     41      1
   92     42      1
   92     43      1
   92     44      1
   92     45      1
   92     46      1
   92     47      1
   92     48      1
   92     49      1
   92     50      1
   92     51      1
   92     52      2
   92     53      2
   92     54      2
   92     55      2
   92     56      2
   92     57      2
   92     58      2
   92     59      2
   92     60      2
   92     61      2
   92     62      2
   92     63      2
   92     64      2
   92     65      2
   92     66      2
   92     67      2
   92     68      2
   92     69      2
   92     70      2
   92     71      2
   92     72      2
   92     73      2
   92     74      2
   92     75      2
   92     76      2
   92     77      2
   92     78      2
   92     79      2
   92     80      2
   92     81      2
   92     82      2
   92     83      2
   92     84      2
   92     85      2
   92     86      2
   92     87      2
   92     88      2
   92     89      2
   92     90      2
   92     91      2
   92     92      2
   92     93      2
   92     94      2
   92     95      2
   92     96      2
   92     97      2
   92     98      2
   92     99      2
   92    100      2
   93      1      1
   93      2      1
   93      3      1
   93      4      1
   93      5      1
   93      6      1
   93      7      1
   93      8      1
   93      9      1
   93     10      1
   93     11      1
   93     12      1
   93     13      1
   93     14      1
   93     15      1
   93     16      1
   93     17      1
   93     18      1
   93     19      1
   93     20      1
   93     21      1
   93     22      1
   93     23      1
   93     24      1
   93     25      1
   93     26      1
   93     27      1
   93     28      1
   93     29      1
   93     30      1
   93     31      1
   93     32      1
   93     33      1
   93     34      1
   93     35      1
   93     36      1
   93     37      1
   93     38      1
   93     39      1
   93     40      1
   93     41      1
   93     42      1
   93     43      1
   93     44      1
   93     45      1
   93     46      1
   93     47      1
   93     48      1
   93     49      1
   93     50      1
   93     51      1
   93     52      2
   93     53      2
   93     54      2
   93     55      2
   93     56      2
   93     57      2
   93     58      2
   93     59      2
   93     60      2
   93     61      2
   93     62      2
   93     63      2
   93     64      2
   93     65      2
   93     66      2
   93     67      2
   93     68      2
   93     69      2
   93     70      2
   93     71      2
   93     72      2
   93     73      2
   93     74      2
   93     75      2
   93     76      2
   93     77      2
   93     78      2
   93     79      2
   93     80      2
   93     81      2
   93     82      2
   93     83      2
   93     84      2
   93     85      2
   93     86      2
   93     87      2
   93     88      2
   93     89      2
   93     90      2
   93     91      2
   93     92      2
   93     93      2
   93     94      2
   93     95      2
   93     96      2
   93     97      2
   93     98      2
   93     99      2
   93    100      2
   94      1      1
   94      2      1
   94      3      1
   94      4      1
   94      5      1
   94      6      1
   94      7      1
   94      8      1
   94      9      1
   94     10      1
   94     11      1
   94     12      1
   94     13      1
   94     14      1
   94     15      1
   94     16      1
   94     17      1
   94     18      1
   94     19      1
   94     20      1
   94     21      1
   94     22      1
   94     23      1
   94     24      1
   94     25      1
   94     26      1
   94     27      1
   94     28      1
   94     29      1
   94     30      1
   94     31      1
   94     32      1
   94     33      1
   94     34      1
   94     35      1
   94     36      1
   94     37      1
   94     38      1
   94     39      1
   94     40      1
   94     41      1
   94     42      1
   94     43      1
   94     44      1
   94     45      1
   94     46      1
   94     47      1
   94     48      1
   94     49      1
   94     50      1
   94     51      1
   94     52      1
   94     53      2
   94     54      2
   94     55      2
   94     56      2
   94     57      2
   94     58      2
   94     59      2
   94     60      2
   94     61      1
   94     62      1
   94     63      2
   94     64      2
   94     65      2
   94     66      2
   94     67      2
   94     68      2
   94     69      2
   94     70      2
   94     71      2
   94     72      2
   94     73      2
   94     74      2
   94     75      2
   94     76      2
   94     77      1
   94     78      2
   94     79      2
   94     80      2
   94     81      2
   94     82      2
   94     83      2
   94     84      2
   94     85      2
   94     86      2
   94     87      2
   94     88      2
   94     89      2
   94     90      2
   94     91      2
   94     92      2
   94     93      2
   94     94      2
   94     95      2
   94     96      2
   94     97      2
   94     98      2
   94     99      2
   94    100      2
   95      1      2
   95      2      1
   95      3      1
   95      4      1
   95      5      1
   95      6      1
   95      7      1
   95      8      1
   95      9      1
   95     10      1
   95     11      1
   95     12      1
   95     13      1
   95     14      1
   95     15      1
   95     16      1
   95     17      1
   95     18      1
   95     19      1
   95     20      1
   95     21      1
   95     22      1
   95     23      1
   95     24      1
   95     25      1
   95     26      1
   95     27      1
   95     28      1
   95     29      1
   95     30      1
   95     31      1
   95     32      1
   95     33      1
   95     34      1
   95     35      1
   95     36      1
   95     37      1
   95     38      1
   95     39      1
   95     40      1
   95     41      1
   95     42      1
   95     43      1
   95     44      1
   95     45      1
   95     46      1
   95     47      1
   95     48      1
   95     49      1
   95     50      1
   95     51      1
   95     52      1
   95     53      2
   95     54      2
   95     55      2
   95     56      2
   95     57      2
   95     58      2
   95     59      2
   95     60      1
   95     61      1
   95     62      1
   95     63      1
   95     64      1
   95     65      2
   95     66      2
   95     67      2
   95     68      2
   95     69      2
   95     70      2
   95     71      2
   95     72      2
   95     73      2
   95     74      2
   95     75      1
   95     76      1
   95     77      1
   95     78      1
   95     79      1
   95     80      2
   95     81      2
   95     82      2
   95     83      2
   95     84      2
   95     85      2
   95     86      2
   95     87      2
   95     88      2
   95     89      2
   95     90      2
   95     91      2
   95     92      2
   95     93      2
   95     94      2
   95     95      2
   95     96      2
   95     97      2
   95     98      2
   95     99      2
   95    100      2
   96      1      2
   96      2      2
   96      3      2
   96      4      2
   96      5      2
   96      6      2
   96      7      2
   96      8      2
   96      9      1
   96     10      1
   96     11      1
   96     12      1
   96     13      1
   96     14      1
   96     15      1
   96     16      1
   96     17      1
   96     18      1
   96     19      1
   96     20      1
   96     21      1
   96     22      1
   96     23      1
   96     24      1
   96     25      1
   96     26      1
   96     27      1
   96     28      1
   96     29      1
   96     30      1
   96     31      1
   96     32      1
   96     33      1
   96     34      1
   96     35      1
   96     36      1
   96     37      1
   96     38      1
   96     39      1
   96     40      1
   96     41      1
   96     42      1
   96     43      1
   96     44      1
   96     45      1
   96     46      1
   96     47      1
   96     48      1
   96     49      1
   96     50      1
   96     51      1
   96     52      2
   96     53      2
   96     54      2
   96     55      2
   96     56      2
   96     57      2
   96     58      2
   96     59      2
   96     60      1
   96     61      1
   96     62      1
   96     63      1
   96     64      1
   96     65      1
   96     66      2
   96     67      2
   96     68      2
   96     69      2
   96     70      2
   96     71      2
   96     72      2
   96     73      2
   96     74      1
   96     75      1
   96     76      1
   96     77      1
   96     78      1
   96     79      1
   96     80      1
   96     81      2
   96     82      2
   96     83      2
   96     84      2
   96     85      2
   96     86      2
   96     87      2
   96     88      2
   96     89      2
   96     90      2
   96     91      2
   96     92      2
   96     93      2
   96     94      2
   96     95      2
   96     96      2
   96     97      2
   96     98      2
   96     99      2
   96    100      2
   97      1      2
   97      2      2
   97      3      2
   97      4      2
   97      5      2
   97      6      2
   97      7      2
   97      8      2
   97      9      2
   97     10      2
   97     11      1
   97     12      1
   97     13      1
   97     14      1
   97     15      1
   97     16      1
   97     17      1
   97     18      1
   97     19      1
   97     20      1
   97     21      1
   97     22      1
   97     23      1
   97     24      1
   97     25      1
   97     26      1
   97     27      1
   97     28      1
   97     29      1
   97     30      1
   97     31      1
   97     32      1
   97     33      1
   97     34      1
   97     35      1
   97     36      1
   97     37      1
